CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_4___Forth_06052022_160611.blt,8,10555,3519,inf
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_4___Shetland_Central_06052022_120841.blt,6,1414,472,inf
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_5___Avondale_and_Stonehouse.blt,7,6869,2290,inf
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_5___Inverleith_06052022_155559.blt,10,13416,4473,inf
1Q,data/Scotland/2022/PreferenceProfile_V0001_Ward_5___Lerwick_North_and_Bressay_06052022_120841.blt,5,928,310,inf
1Q,data/Scotland/2022/PreferenceProfile_V0001_Ward_6___Corstorphine_Murrayfield_06052022_160625.blt,7,11384,3795,inf
1Q,data/Scotland/2022/PreferenceProfile_V0001_Ward_6___East_Kilbride_South.blt,9,5274,1759,87
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_6___Lerwick_South_06052022_120841.blt,7,1344,449,inf
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_7___East_Kilbride_Central_South.blt,9,5202,1735,164
1Q,data/Scotland/2022/PreferenceProfile_V0001_Ward_7___Shetland_South_06052022_120840.blt,5,1842,615,42
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_7___Sighthill_Gorgie_06052022_155557.blt,8,8375,2792,inf
1Q,data/Scotland/2022/PreferenceProfile_V0001_Ward_8___Colinton_Fairmilehead_06052022_160625.blt,7,11414,3805,inf
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_8___East_Kilbride_Central_North.blt,7,5705,1902,94
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_9___East_Kilbride_West.blt,8,6709,2237,inf
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Ward_9___Fountainbridge_Craiglockhart_06052022_155600.blt,7,9028,3010,inf
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Wester_Ross_Strathpeffer_and_Lochalsh_06052022_161539.blt,5,5411,1804,inf
CASEB,data/Scotland/2022/PreferenceProfile_V0001_Wick_and_East_Caithness_06052022_161532.blt,6,4180,1394,inf
1Q,data/Scotland/2022/PreferenceProfile_V0009_Ward-3---Ayr-North_10052022_111313.blt,8,4921,1641,76
CASEB,data/Scotland/2022/PreferenceProfile_Ward-2.blt,6,3227,1076,inf
1Q,data/Scotland/2022/PreferenceProfile_Ward-3.blt,6,2828,943,248
CASEB,data/Scotland/2022/PreferenceProfile_Ward-4.blt,9,5041,1681,inf
CASEB,data/Scotland/2022/PreferenceProfile_Ward-5.blt,7,4774,1592,inf
CASEB,data/Scotland/2022/PreferenceProfile_Ward-6.blt,6,4061,1354,2867
CASEB,data/Scotland/2022/PreferenceProfile_Ward-7.blt,5,3157,1053,inf
CASEB,data/Scotland/2022/Ward_1_Penicuik_preference_profile__open_from_within_MS_Word_or_similar_.blt,7,5154,1719,inf
CASEB,data/Scotland/2022/Ward_3_Dalkeith_preference_profile__open_from_within_MS_Word_or_similar_.blt,7,4306,1436,inf
CASEB,data/Scotland/2022/Ward_4_Midlothian_West_preference_profile__open_from_within_MS_Word_or_similar_.blt,7,6162,2055,inf
CASEB,data/Scotland/2022/Ward_5_Midlothian_East_preference_profile__open_from_within_MS_Word_or_similar_.blt,6,4942,1648,2778
CASEB,data/Scotland/2022/Ward_6_Midlothian_South_Dalkeith_preference_profile__open_from_within_MS_Word_or_similar_.blt,8,4954,1652,inf
CASEB,data/Scotland/2022/clacks_W1_West_2022_6693.blt,7,3643,1215,inf
CASEB,data/Scotland/2022/clacks_W2_North_2022_6694.blt,8,4028,1343,inf
CASEB,data/Scotland/2022/clacks_W3_Central_2022_6695.blt,7,2402,801,inf
CASEB,data/Scotland/2022/clacks_W4_South_2022_6696.blt,7,3803,1268,inf
CASEB,data/Scotland/2022/clacks_W5_East_2022_6697.blt,7,3315,1106,119
CASEB,data/Scotland/2022/cnesair_ward02_preferenceprofile.blt,8,1306,436,inf
CASEB,data/Scotland/2022/cnesair_ward07_preferenceprofile.blt,6,1385,462,inf
1Q,data/Scotland/2022/cnesair_ward08_preferenceprofile.blt,5,1121,374,312
CASEC,data/Scotland/2022/cnesair_ward09_preferenceprofile.blt,10,1354,452,inf
CASEB,data/Scotland/2022/cnesair_ward10_preferenceprofile.blt,7,1446,483,inf
1Q,data/Scotland/2022/cnesair_ward_03_preferenceprofile.blt,3,661,221,28
1Q,data/Scotland/2022/cnesair_ward_04_preferenceprofile.blt,3,739,247,13
